"","GlobalID","decimalLatitude","decimalLongitude","p_wg_a.Low","p_wg_b.Med","p_wg_c.High","p_st_a.Low","p_st_b.Med","p_st_c.High","p_sw_a.Low","p_sw_b.Med","p_sw_c.High","p_noFood"
"1","{009C2608-12D1-443B-BE17-1685E78ACE8C}",35.7337468,-119.6160087,0,0,0,0.0298507462686567,0.0995024875621891,0.845771144278607,0,0,0,0.0248756218905473
"2","{011BE181-1EDA-4337-A0E6-6BC62E7E1FB4}",35.7370709,-119.6188521,0,0,0,0.7,0,0,0,0,0,0.3
"3","{018CD585-359E-4528-9C38-73695A370AC1}",35.72964992,-119.6145244,0,0,0,0,0,0,0,0,0,1
"4","{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2}",35.74403462,-119.6069511,0,0,0,0.0975609756097561,0.292682926829268,0.585365853658537,0,0,0,0.024390243902439
"5","{12100DD8-A62B-4991-81B3-C4B28F850A33}",35.72599034,-119.609375,0,0,0,0.0099009900990099,0.198019801980198,0.742574257425743,0,0,0,0.0495049504950495
"6","{14627BC1-332F-49F0-B632-B5B1D772779A}",35.73876552,-119.621433,0,0,0,0.5,0.2,0,0,0,0,0.3
"7","{1CDAD6CB-6869-4C49-B194-890E823EC981}",35.72874653,-119.6112473,0,0,0,0,0,0,0,0,0,1
"8","{1DCBF646-1E0B-4022-A7A0-E601DC9399D6}",35.72726637,-119.6162831,0,0,0,0,0,0.8,0,0,0,0.2
"9","{1F234739-C011-4636-A059-D2D7428AA4EF}",35.73359792,-119.6203253,0,0,0,0.693069306930693,0.0099009900990099,0,0,0,0,0.297029702970297
"10","{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1}",35.720162,-119.6136003,0.029126213592233,0,0,0.0485436893203883,0.194174757281553,0.679611650485437,0,0,0,0.0485436893203883
"11","{23FC7807-DD87-4E5D-8B83-B26FDE90551A}",35.72415625,-119.6114419,0,0,0,0.0625,0.4375,0,0,0,0,0.5
"12","{2976EC13-4BA5-4D20-9FED-16AB104A5E9C}",35.74144709,-119.6206564,0,0,0,0.25,0,0,0,0,0,0.75
"13","{29BC8164-5903-4A20-9C67-6B2281BE3C25}",35.73573944,-119.6195716,0,0,0,0.484375,0.09375,0,0,0,0,0.421875
"14","{2EBFAEAE-B810-4346-B2F5-6834E54B89C0}",35.75117651,-119.6109589,0,0,0,0.9,0,0,0,0,0,0.1
"15","{30C6E9B5-E837-4E89-81E9-F2A52879C002}",35.72031113,-119.6188981,0,0.3,0,0.05,0,0,0,0,0,0.65
"16","{30D32445-513D-40CF-9490-D1838EC216C9}",35.72189398,-119.6175051,0,0.2,0.35,0,0.05,0,0,0,0,0.4
"17","{3294F32E-CCA0-4ABD-98F2-302112180C14}",35.7496498,-119.61434,0,0,0,1,0,0,0,0,0,0
"18","{34C89633-F343-4D9B-ACA8-672A7D2F590A}",35.7477306,-119.6038094,0,0,0,0.4,0.1,0,0,0,0,0.5
"19","{35D08ADB-B77F-4B22-A908-1D0717F39F80}",35.7293519,-119.6135424,0,0,0,0,0,0,0,0,0,1
"20","{37083D91-B3AD-47DB-9DC7-897554AAA896}",35.73837439,-119.617139,0,0,0,0.45,0.1,0,0,0,0,0.45
"21","{3CBF0FCD-D58A-4A0B-9F29-0B957EF3E1A4}",35.7503558,-119.6010447,0,0,0,0.75,0,0,0,0,0,0.25
"22","{41108219-84FC-41EA-9AD8-5513488A3064}",35.74904322,-119.6024271,0,0,0,0.5,0.1,0,0,0,0,0.4
"23","{4466EFA4-E101-4BD1-83FC-D4577A14956A}",35.75149323,-119.6126036,0,0,0,0.3,0.1,0,0,0,0,0.6
"24","{469D76B2-9354-4110-8994-BC37EA62D662}",35.74331858,-119.619914,0,0,0,0,0,0,0,0,0,1
"25","{473517B1-B202-4690-BE38-372DC156C788}",35.74046924,-119.6147291,0,0,0,0.05,0.5,0.1,0,0,0,0.35
"26","{49BDBC49-E226-42F8-901D-5F98EAEDC6B8}",35.75009646,-119.6110047,0,0,0,0.6,0,0,0,0,0,0.4
"27","{4AD8536E-F9B6-4AD1-A172-F8823D3392DF}",35.7374244,-119.6122055,0,0,0,0,0.6,0,0,0,0,0.4
"28","{4FA8C2A5-7B29-4621-8369-33120DE1BEDB}",35.74390518,-119.6215472,0,0,0,0.4,0,0,0,0,0,0.6
"29","{52B69568-C824-41FC-A7BD-D85EA62865F9}",35.7353016,-119.6136218,0,0,0,0.989583333333333,0,0,0,0,0,0.0104166666666667
"30","{534B2C6B-DF62-4636-A3A2-949A833BAC60}",35.74812223,-119.6081039,0,0,0,0.1,0.8,0.1,0,0,0,0
"31","{55599ADA-81A6-402A-BC9C-28792E99B505}",35.74750738,-119.605477,0,0,0,0,0,0,0,0,0,1
"32","{5963B467-303E-4535-9042-895963CCFCFC}",35.73162394,-119.6174248,0,0,0,0.15,0,0.5,0,0,0,0.35
"33","{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA}",35.7456462,-119.6161678,0,0,0,0.05,0.8,0,0,0,0,0.15
"34","{5FC5D8B5-1845-4EE9-8C0A-8CC7CEB152EA}",35.74090704,-119.6206793,0,0,0,0,0,0,0,0,0,1
"35","{647F67F6-2B87-46CF-9354-62CC54CD7F4E}",35.73105594,-119.6164542,0,0,0,0.1,0,0.6,0,0,0,0.3
"36","{64F9128E-8B5C-4B49-8842-58DF2810B4D0}",35.73605602,-119.6212161,0,0,0,0.45,0,0,0,0,0,0.55
"37","{66CD5A3F-BF06-45A1-A23C-F313DE39FB20}",35.74201506,-119.6216272,0,0,0,0.15,0.1,0,0,0,0,0.75
"38","{68BAFB58-E6DE-4E59-9395-219D83651F3E}",35.72462211,-119.6183842,0,0,0,0.1,0.05,0.55,0,0,0,0.3
"39","{71D29293-4357-4AB7-9AD2-5CEAA337802D}",35.7233279,-119.6204281,0,0,0,0.1,0.05,0.8,0,0,0,0.05
"40","{75EF7A9F-400C-4F10-98B2-437354B0C7C0}",35.74118594,-119.6113828,0,0,0,0.3,0.5,0.2,0,0,0,0
"41","{77D64A6A-508E-4FDF-B3DD-CEB779A3759E}",35.7325641,-119.6124116,0,0,0,0.45,0.45,0,0,0,0,0.1
"42","{7828692C-94F9-48DC-822C-20C88204A527}",35.72921242,-119.61819,0,0,0,0.05,0.15,0.75,0,0,0,0.05
"43","{794F033C-6831-4A45-816E-55EECA27A53F}",35.74274127,-119.6186121,0,0,0,0,0,0,0,0,0,1
"44","{7FBC9D97-D139-46E3-A43C-CF882477425D}",35.73927715,-119.6108006,0,0,0,0.15,0.25,0.6,0,0,0,0
"45","{86572C49-A819-4B7E-AF95-7F75F74549F1}",35.74252715,-119.6206107,0,0,0,0,0,0,0,0,0,1
"46","{8E848D40-B557-4718-B83C-72CFD9DED8BF}",35.75095203,-119.6030091,0,0,0,0.714285714285714,0.0476190476190476,0,0,0,0,0.238095238095238
"47","{94A07B14-AB42-49B0-AE6C-0B85317BF77B}",35.74223852,-119.6199597,0,0,0,0.157894736842105,0,0.0526315789473684,0,0,0,0.789473684210526
"48","{96705F28-DF21-4500-9AE7-521F72FB817E}",35.73169804,-119.610459,0,0,0.48,0.32,0.04,0,0,0,0,0.16
"49","{97EA7320-B4BD-4E19-B29D-030A03B1B1DD}",35.72478027,-119.6143992,0,0,0,0,0.05,0.9,0,0,0,0.05
"50","{9E83C4C2-FA4E-4784-90CD-A50367163AD2}",35.72976122,-119.6088834,0,0,0,0.75,0.05,0,0,0,0,0.2
"51","{A2610E36-1B07-462B-AA13-25B6418C4A99}",35.73008728,-119.6108589,0,0,0,0.29126213592233,0.029126213592233,0,0,0,0,0.679611650485437
"52","{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5}",35.72495732,-119.6206907,0,0,0,0,0.792079207920792,0.198019801980198,0,0,0,0.0099009900990099
"53","{AE931C0A-2F02-4446-861F-6F5331FCA1E3}",35.73318811,-119.6153692,0,0,0,0.05,0.2,0.7,0,0,0,0.05
"54","{B247C359-2A03-469B-9D79-D5060CC2C990}",35.74713562,-119.611462,0,0,0,0,0,0,0,0,0,1
"55","{B3943F1E-4CDA-4122-BBCB-BBBA462392AA}",35.72747125,-119.6235683,0,0,0,0.1,0.7,0,0,0,0,0.2
"56","{B99D74FD-2992-41CF-95F9-59CF34F89FF1}",35.74161384,-119.6073855,0,0,0,0.15,0.85,0,0,0,0,0
"57","{B9EECE22-E6C6-4068-8124-F0BA10BC61C5}",35.73964986,-119.6144323,0,0,0,0,0.15,0.7,0,0,0,0.15
"58","{C0D7C99C-A6F4-443D-9514-1FA025DDD8C4}",35.74277801,-119.6103204,0,0,0,0.15,0.15,0.65,0,0,0,0.05
"59","{C295DB67-311C-4C6C-88C3-13C4895181E3}",35.71938925,-119.6149591,0.0103092783505155,0,0,0.154639175257732,0.206185567010309,0.360824742268041,0.0103092783505155,0,0,0.257731958762887
"60","{C2D9EDD9-01CD-4B7F-8B88-62E3D894519E}",35.74805769,-119.6154023,0,0,0,0.85,0,0,0,0,0,0.15
"61","{C41870CB-9A2B-4A3C-B729-42F5816D0FD6}",35.74579531,-119.6214673,0,0,0,0.145631067961165,0.029126213592233,0,0,0,0,0.825242718446602
"62","{C5772A80-6858-45BD-9465-D8D6E090E965}",35.73039494,-119.621787,0,0,0,0.390243902439024,0.585365853658537,0,0,0,0,0.024390243902439
"63","{C7CC38C1-8A3F-4A1B-B330-13D958EF9CD5}",35.71894241,-119.618293,0,0,0,0.15,0.65,0.05,0,0,0,0.15
"64","{CAC6F6B1-08CB-4242-9D1A-143F80A07A91}",35.74541348,-119.6175041,0,0,0,0.4,0.3,0,0,0,0,0.3
"65","{CC5FB186-CC76-4ED8-9815-D1A84C127FB2}",35.74929449,-119.6017531,0,0,0,1,0,0,0,0,0,0
"66","{CD489987-4D80-40E2-BE85-E9F8C2630820}",35.72630742,-119.6206337,0,0,0,0.15,0.2,0.6,0,0,0,0.05
"67","{D130FDE6-09E1-4350-BECF-35847D3F4A96}",35.7502917,-119.6083433,0,0,0,0.650190114068441,0.304182509505703,0,0,0,0,0.0456273764258555
"68","{D64FE51F-3853-40D6-BCB3-F4A6A802A876}",35.73181937,-119.6147641,0,0,0,0,0.1,0.05,0,0,0,0.85
"69","{D87F6063-D0F7-4E1E-A85B-F2D499B3E149}",35.72688469,-119.6219354,0,0,0,0.333333333333333,0.555555555555556,0,0,0,0,0.111111111111111
"70","{DC67235A-5107-441D-82DB-839845511AEB}",35.72785301,-119.617916,0,0,0,0.2,0,0,0,0,0,0.8
"71","{DDADD43D-DE60-49BC-BC0D-1FAC3E8E2131}",35.75247986,-119.6092453,0,0,0,0.9,0.05,0,0,0,0,0.05
"72","{DDF0EE57-003F-4116-83D1-80B8E4819506}",35.73672631,-119.6162141,0,0,0,0,0.55,0,0,0,0,0.45
"73","{DE111F72-3F14-4484-A1FE-C47D36282539}",35.74427657,-119.6059459,0,0,0,0,0.6,0.25,0,0,0,0.15
"74","{DE4DF129-B721-431F-B6B7-A7297A397ADC}",35.74493869,-119.6198455,0,0,0,0.7,0.05,0,0,0,0,0.25
"75","{DF9814EF-5D35-49AC-91EF-425DF988EEBE}",35.74860615,-119.6060936,0,0,0,0.8,0.2,0,0,0,0,0
"76","{E0C29014-3633-436C-90F5-B43AB7E902DF}",35.72713577,-119.6116471,0.0099009900990099,0,0,0,0.0495049504950495,0.792079207920792,0,0,0,0.148514851485149
"77","{E2757083-617B-4656-8E7A-448C5332E0C0}",35.73978971,-119.6194002,0,0,0,0.25,0.05,0,0,0,0,0.7
"78","{E2B77EA9-CE61-4E22-80B0-842EC6226C5A}",35.73200574,-119.6213873,0,0,0,0,0.15,0.8,0,0,0,0.05
"79","{E30ED06D-ED24-49B9-8B22-42CA8C115164}",35.72203345,-119.612858,0,0,0,0.315789473684211,0.421052631578947,0.0526315789473684,0,0,0,0.210526315789474
"80","{E4039BFF-5D1B-47B6-8B85-2CC04897187B}",35.74404475,-119.6168988,0,0,0,0,0.3,0,0,0,0,0.7
"81","{ECB5E798-5CCF-4E53-B254-2BAA2C1175B5}",35.73294607,-119.6163742,0,0,0,0.05,0.5,0.4,0,0,0,0.05
"82","{ED3513F3-3F21-481D-818F-B0130115BC83}",35.7343614,-119.6186352,0,0,0,0.536585365853658,0.121951219512195,0.0975609756097561,0,0,0,0.24390243902439
"83","{F160CD40-3720-42C0-AF7E-F910306CD8D9}",35.72483622,-119.616386,0,0,0,0,0.05,0.95,0,0,0,0
"84","{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA}",35.72147476,-119.6122186,0.0289855072463768,0,0,0,0,0.917874396135266,0.0289855072463768,0,0,0.0241545893719807
"85","{F608A838-DC94-4704-BE56-1C8C569F4320}",35.75098948,-119.6043341,0,0,0,0.4,0.25,0,0,0,0,0.35
"86","{F66A0E62-20E5-4E26-A278-B56E303E4C23}",35.71859784,-119.6156556,0,0.2734375,0,0.234375,0.46875,0,0.0234375,0,0,0
"87","{FBE26EB4-2BDF-4347-A077-7FFF903475FE}",35.73576695,-119.6109495,0,0,0,0.666666666666667,0.0555555555555556,0,0,0,0,0.277777777777778
