GlobalID_CP,decimalLongitude,decimalLatitude,LIT,unitName,subunitName,recordedBy,eventDate,plotStatus,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,41605,Swamp Timothy,high,0.35
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,41605,Swamp Timothy,low,0.35
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,NA,Other cover,NA,1
536,-120.5225542,41.45074042,MDC,Upper Goose Pond,,JS,8/20/2020 17:12,NotFood,,NA,Other cover,NA,1
537,-120.5214397,41.45246506,MDC,Upper Goose Pond,,JS,8/20/2020 17:04,Skipped,Plot is in a ditch filled with water along unit’s edge.,NA,Other cover,NA,1
538,-120.5247513,41.45173539,MDC,Upper Goose Pond,,JS,8/20/2020 17:35,Complete,Sagittaria and smartweed also present,41605,Swamp Timothy,high,0.4
538,-120.5247513,41.45173539,MDC,Upper Goose Pond,,JS,8/20/2020 17:35,Complete,Sagittaria and smartweed also present,41605,Swamp Timothy,low,0.6
540,-120.5223745,41.48511446,MDC,Grandma Tract 2,,JS ,8/25/2020 18:27,Complete,50% smartweed ,502210,Watergrass,low,0.6
541,-120.5210566,41.48433369,MDC,Grandma Tract 2,,JS ,8/25/2020 18:51,Complete,100% of plot planted in water grass ,41605,Swamp Timothy,high,1
541,-120.5210566,41.48433369,MDC,Grandma Tract 2,,JS ,8/25/2020 18:51,Complete,100% of plot planted in water grass ,502210,Watergrass,high,1
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,41605,Swamp Timothy,high,0.7
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,502210,Watergrass,medium,0.7
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,NA,Other cover,NA,1
548,-120.5199951,41.48486354,MDC,Grandma Tract 3,,JS ,9/1/2020 17:10,Complete,Planted ,502210,Watergrass,high,1
548,-120.5199951,41.48486354,MDC,Grandma Tract 3,,JS ,9/1/2020 17:10,Complete,Planted ,NA,Other cover,NA,1
549,-120.5189523,41.48436506,MDC,Grandma Tract 3,,JS ,9/1/2020 17:36,Complete,Planted ,502210,Watergrass,high,1
549,-120.5189523,41.48436506,MDC,Grandma Tract 3,,JS ,9/1/2020 17:36,Complete,Planted ,NA,Other cover,NA,1
550,-120.5200074,41.48400398,MDC,Grandma Tract 3,,JS ,9/1/2020 16:52,Complete,Planted ,502210,Watergrass,high,1
550,-120.5200074,41.48400398,MDC,Grandma Tract 3,,JS ,9/1/2020 16:52,Complete,Planted ,NA,Other cover,NA,1
552,-120.5167309,41.4869273,MDC,Grandma Tract 4,,JS ,8/25/2020 16:18,Complete,85% smartweed ,502210,Watergrass,low,0.85
552,-120.5167309,41.4869273,MDC,Grandma Tract 4,,JS ,8/25/2020 16:18,Complete,85% smartweed ,NA,Other cover,NA,1
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,502210,Watergrass,medium,0.1
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,502210,Watergrass,low,0.6
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,NA,Other cover,NA,1
555,-120.5149924,41.48540038,MDC,Grandma Tract 4,,JS ,8/25/2020 16:54,Complete,,502210,Watergrass,medium,0.05
555,-120.5149924,41.48540038,MDC,Grandma Tract 4,,JS ,8/25/2020 16:54,Complete,,NA,Other cover,NA,1
556,-120.5173403,41.48273343,MDC,Grandma Tract 9,,JS ,9/1/2020 15:11,Complete,80% smartweed ,502210,Watergrass,medium,0.8
556,-120.5173403,41.48273343,MDC,Grandma Tract 9,,JS ,9/1/2020 15:11,Complete,80% smartweed ,NA,Other cover,NA,1
557,-120.5163668,41.48309625,MDC,Grandma Tract 9,,JS ,9/1/2020 14:55,NotFood,Spike rush and foxtail,NA,Other cover,NA,1
558,-120.5165238,41.48219375,MDC,Grandma Tract 9,,JS ,9/1/2020 15:28,Complete,,502210,Watergrass,low,0.45
558,-120.5165238,41.48219375,MDC,Grandma Tract 9,,JS ,9/1/2020 15:28,Complete,,NA,Other cover,NA,1
559,-120.5149347,41.48263539,MDC,Grandma Tract 9,,JS ,9/1/2020 16:11,NotFood,Spikerush ,NA,Other cover,NA,1
560,-120.5151023,41.48145674,MDC,Grandma Tract 9,,JS ,9/1/2020 16:03,NotFood,,NA,Other cover,NA,1
562,-120.5198992,41.48255835,MDC,Grandma Tract 8,,JS ,8/25/2020 0:45,Complete,40% smartweed ,502210,Watergrass,low,0.3
562,-120.5198992,41.48255835,MDC,Grandma Tract 8,,JS ,8/25/2020 0:45,Complete,40% smartweed ,NA,Other cover,NA,1
563,-120.5192283,41.48301985,MDC,Grandma Tract 8,,JS ,8/25/2020 0:53,Complete,,502210,Watergrass,low,0.5
563,-120.5192283,41.48301985,MDC,Grandma Tract 8,,JS ,8/25/2020 0:53,Complete,,NA,Other cover,NA,1
564,-120.5187645,41.48179687,MDC,Grandma Tract 8,,JS ,8/24/2020 23:21,Complete,80% smartweed ,502210,Watergrass,low,0.4
564,-120.5187645,41.48179687,MDC,Grandma Tract 8,,JS ,8/24/2020 23:21,Complete,80% smartweed ,NA,Other cover,NA,1
565,-120.5188878,41.48017199,MDC,Grandma Tract 8,,JS ,8/24/2020 23:34,NotFood,,NA,Other cover,NA,1
566,-120.5176363,41.48032922,MDC,Grandma Tract 8,,JS ,8/24/2020 23:29,NotFood,,NA,Other cover,NA,1
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,502210,Watergrass,medium,0.1
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,502210,Watergrass,low,0.8
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,NA,Other cover,NA,1
568,-120.517997,41.4810433,MDC,Grandma Tract 8,,JS ,8/24/2020 23:27,NotFood,,NA,Other cover,NA,1
569,-120.525111,41.48081283,MDC,Grandma Tract 7,,JS,9/15/2020 7:00,NotFood,"All rye, no plant species of interest",NA,Other cover,NA,1
574,-120.5097882,41.4831996,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,1
578,-120.5094002,41.48266915,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,1
579,-120.5103235,41.48255096,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,0.7
580,-120.5099679,41.48063935,MDC,Grandma Tract 10,,JS ,8/24/2020 22:37,NotFood,,NA,Other cover,NA,1
581,-120.5104938,41.48023618,MDC,Grandma Tract 10,,JS ,8/24/2020 22:35,NotFood,,NA,Other cover,NA,1
582,-120.5110788,41.48095514,MDC,Grandma Tract 10,,JS ,8/24/2020 22:41,NotFood,,NA,Other cover,NA,1
583,-120.5138247,41.48122951,MDC,Grandma Tract 10,,JS ,8/24/2020 19:51,Complete,,502210,Watergrass,medium,0.8
583,-120.5138247,41.48122951,MDC,Grandma Tract 10,,JS ,8/24/2020 19:51,Complete,,NA,Other cover,NA,1
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,41605,Swamp Timothy,low,0.4
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,41605,Swamp Timothy,medium,0.4
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,NA,Other cover,NA,1
587,-120.5217573,41.46873075,MDC,Duck Ponds,,JS ,8/24/2020 17:24,Complete,100% smartweed ,41605,Swamp Timothy,medium,0.45
587,-120.5217573,41.46873075,MDC,Duck Ponds,,JS ,8/24/2020 17:24,Complete,100% smartweed ,NA,Other cover,NA,1
589,-120.5212048,41.45382582,MDC,Upper Goose Pond,,JS,8/20/2020 15:42,Complete,Fair amount of Biden’s ,41605,Swamp Timothy,high,0.45
589,-120.5212048,41.45382582,MDC,Upper Goose Pond,,JS,8/20/2020 15:42,Complete,Fair amount of Biden’s ,NA,Other cover,NA,1
590,-120.5340424,41.44826963,MDC,House Field,,JS ,8/27/2020 18:24,NotFood,,NA,Other cover,NA,1
591,-120.5306926,41.45050086,MDC,House Field,,,01/00/1900 00:00,NotFood,,NA,Other cover,NA,1
592,-120.5339577,41.45158432,MDC,House Field,,JS ,8/27/2020 18:58,NotFood,Hayed,NA,Other cover,NA,1
593,-120.537319,41.42477107,MDC,South Dam Pond,,JS ,9/3/2020 17:26,NotFood,,NA,Other cover,NA,1
594,-120.537323,41.42412627,MDC,South Dam Pond,,JS ,9/3/2020 17:36,Complete,Very low concentration of timothy.  100% smartweed ,41605,Swamp Timothy,low,1
594,-120.537323,41.42412627,MDC,South Dam Pond,,JS ,9/3/2020 17:36,Complete,Very low concentration of timothy.  100% smartweed ,NA,Other cover,NA,1
595,-120.5364465,41.4241075,MDC,South Dam Pond,,JS ,9/3/2020 18:41,NotFood,,NA,Other cover,NA,1
596,-120.5353643,41.42305557,MDC,South Dam Pond,,JS ,9/3/2020 18:03,NotFood,,NA,Other cover,NA,1
597,-120.5380415,41.42292867,MDC,South Dam Pond,,JS ,9/3/2020 17:49,Complete,100% smartweed ,NA,Other cover,NA,1
598,-120.5358076,41.42374066,MDC,South Dam Pond,,JS ,9/3/2020 18:37,Complete,,41605,Swamp Timothy,medium,0.05
598,-120.5358076,41.42374066,MDC,South Dam Pond,,JS ,9/3/2020 18:37,Complete,,NA,Other cover,NA,1
599,-120.5388686,41.42371409,MDC,South Dam Pond,,JS ,9/3/2020 18:54,Complete,,41605,Swamp Timothy,high,0.2
599,-120.5388686,41.42371409,MDC,South Dam Pond,,JS ,9/3/2020 18:54,Complete,,41605,Swamp Timothy,medium,0.8
599,-120.5388686,41.42371409,MDC,South Dam Pond,,JS ,9/3/2020 18:54,Complete,,NA,Other cover,NA,1
600,-120.5279778,41.44856835,MDC,Matney 4 North,,JS ,8/27/2020 14:58,Complete,100% low smartweed ,502210,Watergrass,low,1
600,-120.5279778,41.44856835,MDC,Matney 4 North,,JS ,8/27/2020 14:58,Complete,100% low smartweed ,41605,Swamp Timothy,medium,1
600,-120.5279778,41.44856835,MDC,Matney 4 North,,JS ,8/27/2020 14:58,Complete,100% low smartweed ,NA,Other cover,NA,1
603,-120.5272978,41.44800193,MDC,Matney 4 North,,JS ,8/27/2020 15:11,Complete,,41605,Swamp Timothy,high,1
603,-120.5272978,41.44800193,MDC,Matney 4 North,,JS ,8/27/2020 15:11,Complete,,NA,Other cover,NA,1
604,-120.5274717,41.44762182,MDC,Matney 4 North,,JS ,8/27/2020 15:22,Complete,,41605,Swamp Timothy,high,1
604,-120.5274717,41.44762182,MDC,Matney 4 North,,JS ,8/27/2020 15:22,Complete,,502210,Watergrass,low,1
604,-120.5274717,41.44762182,MDC,Matney 4 North,,JS ,8/27/2020 15:22,Complete,,NA,Other cover,NA,1
605,-120.5282363,41.44679857,MDC,Matney 4 North,,JS ,8/27/2020 16:01,Complete,,41605,Swamp Timothy,medium,0.3
605,-120.5282363,41.44679857,MDC,Matney 4 North,,JS ,8/27/2020 16:01,Complete,,41605,Swamp Timothy,high,0.5
605,-120.5282363,41.44679857,MDC,Matney 4 North,,JS ,8/27/2020 16:01,Complete,,NA,Other cover,NA,1
606,-120.5275418,41.4466157,MDC,Matney 4 North,,JS ,8/27/2020 15:50,Complete,,41605,Swamp Timothy,high,0.2
606,-120.5275418,41.4466157,MDC,Matney 4 North,,JS ,8/27/2020 15:50,Complete,,502210,Watergrass,high,0.8
606,-120.5275418,41.4466157,MDC,Matney 4 North,,JS ,8/27/2020 15:50,Complete,,NA,Other cover,NA,1
608,-120.5279451,41.4452329,MDC,Matney 4 South,,JS ,9/2/2020 15:58,Complete,100% smartweed ,502210,Watergrass,low,0.1
608,-120.5279451,41.4452329,MDC,Matney 4 South,,JS ,9/2/2020 15:58,Complete,100% smartweed ,502210,Watergrass,medium,0.9
608,-120.5279451,41.4452329,MDC,Matney 4 South,,JS ,9/2/2020 15:58,Complete,100% smartweed ,NA,Other cover,NA,1
609,-120.5275436,41.44572808,MDC,Matney 4 South,,JS ,9/2/2020 16:12,Complete,,41605,Swamp Timothy,high,0.5
609,-120.5275436,41.44572808,MDC,Matney 4 South,,JS ,9/2/2020 16:12,Complete,,502210,Watergrass,low,0.5
609,-120.5275436,41.44572808,MDC,Matney 4 South,,JS ,9/2/2020 16:12,Complete,,NA,Other cover,NA,1
612,-120.5279059,41.44374462,MDC,Matney 4 South,,JS ,9/2/2020 17:02,Complete,Dominated by unknown plant,502210,Watergrass,medium,0.05
612,-120.5279059,41.44374462,MDC,Matney 4 South,,JS ,9/2/2020 17:02,Complete,Dominated by unknown plant,502210,Watergrass,low,0.95
612,-120.5279059,41.44374462,MDC,Matney 4 South,,JS ,9/2/2020 17:02,Complete,Dominated by unknown plant,NA,Other cover,NA,1
613,-120.5306968,41.44581983,MDC,Matney 6,,JS ,9/1/2020 19:51,Complete,100% smartweed ,41605,Swamp Timothy,high,1
613,-120.5306968,41.44581983,MDC,Matney 6,,JS ,9/1/2020 19:51,Complete,100% smartweed ,502210,Watergrass,medium,1
613,-120.5306968,41.44581983,MDC,Matney 6,,JS ,9/1/2020 19:51,Complete,100% smartweed ,NA,Other cover,NA,1
615,-120.5295535,41.44485962,MDC,Matney 6,,JS ,9/1/2020 19:21,Complete,100% smartweed ,41605,Swamp Timothy,high,1
615,-120.5295535,41.44485962,MDC,Matney 6,,JS ,9/1/2020 19:21,Complete,100% smartweed ,502210,Watergrass,medium,1
615,-120.5295535,41.44485962,MDC,Matney 6,,JS ,9/1/2020 19:21,Complete,100% smartweed ,NA,Other cover,NA,1
616,-120.5302453,41.4451144,MDC,Matney 6,,JS ,9/1/2020 19:37,Complete,100% smartweed ,41605,Swamp Timothy,medium,1
616,-120.5302453,41.4451144,MDC,Matney 6,,JS ,9/1/2020 19:37,Complete,100% smartweed ,502210,Watergrass,medium,1
616,-120.5302453,41.4451144,MDC,Matney 6,,JS ,9/1/2020 19:37,Complete,100% smartweed ,NA,Other cover,NA,1
617,-120.5299321,41.44412404,MDC,Matney 6,,JS ,9/1/2020 19:05,Complete,30% smartweed ,502210,Watergrass,low,0.3
617,-120.5299321,41.44412404,MDC,Matney 6,,JS ,9/1/2020 19:05,Complete,30% smartweed ,41605,Swamp Timothy,high,0.7
617,-120.5299321,41.44412404,MDC,Matney 6,,JS ,9/1/2020 19:05,Complete,30% smartweed ,NA,Other cover,NA,1
618,-120.5307167,41.44445277,MDC,Matney 6,,JS ,9/1/2020 18:48,Complete,90% smartweed ,502210,Watergrass,medium,0.9
618,-120.5307167,41.44445277,MDC,Matney 6,,JS ,9/1/2020 18:48,Complete,90% smartweed ,41605,Swamp Timothy,high,1
618,-120.5307167,41.44445277,MDC,Matney 6,,JS ,9/1/2020 18:48,Complete,90% smartweed ,NA,Other cover,NA,1
620,-120.5328242,41.44857649,MDC,Matney 3,,JS ,8/27/2020 17:20,Complete,,41605,Swamp Timothy,medium,0.3
620,-120.5328242,41.44857649,MDC,Matney 3,,JS ,8/27/2020 17:20,Complete,,41605,Swamp Timothy,high,0.4
620,-120.5328242,41.44857649,MDC,Matney 3,,JS ,8/27/2020 17:20,Complete,,NA,Other cover,NA,1
623,-120.5318101,41.44757109,MDC,Matney 3,,JS ,8/27/2020 18:03,Complete,,41605,Swamp Timothy,high,1
623,-120.5318101,41.44757109,MDC,Matney 3,,JS ,8/27/2020 18:03,Complete,,NA,Other cover,NA,1
624,-120.5307679,41.44814848,MDC,Matney 3,,JS ,8/27/2020 17:38,Complete,,41605,Swamp Timothy,high,1
625,-120.5298466,41.44721704,MDC,Matney 3,,JS ,8/27/2020 17:54,Complete,,41605,Swamp Timothy,high,1
630,-120.529425,41.44068243,MDC,Matney 8,,JS ,9/3/2020 16:17,Complete,,502210,Watergrass,low,0.1
630,-120.529425,41.44068243,MDC,Matney 8,,JS ,9/3/2020 16:17,Complete,,502210,Watergrass,high,0.9
630,-120.529425,41.44068243,MDC,Matney 8,,JS ,9/3/2020 16:17,Complete,,NA,Other cover,NA,1
631,-120.5273698,41.44107009,MDC,Matney 8,,JS ,9/2/2020 18:50,Complete,,41605,Swamp Timothy,medium,0.1
631,-120.5273698,41.44107009,MDC,Matney 8,,JS ,9/2/2020 18:50,Complete,,502210,Watergrass,high,1
631,-120.5273698,41.44107009,MDC,Matney 8,,JS ,9/2/2020 18:50,Complete,,NA,Other cover,NA,1
634,-120.529365,41.43974549,MDC,Matney 8,,JS ,9/3/2020 16:43,Complete,,502210,Watergrass,high,1
634,-120.529365,41.43974549,MDC,Matney 8,,JS ,9/3/2020 16:43,Complete,,NA,Other cover,NA,1
638,-120.5335533,41.44909402,MDC,House Field,,JS ,8/27/2020 18:23,NotFood,,NA,Other cover,NA,1
648,-119.3959647,35.90738034,PIX,6,,GG,9/4/2020 16:10,NotFood,,NA,Other cover,NA,1
662,-119.3988408,35.90989957,PIX,6,,,01/00/1900 00:00,Complete,,41605,Swamp Timothy,medium,0.1
662,-119.3988408,35.90989957,PIX,6,,,01/00/1900 00:00,Complete,,41605,Swamp Timothy,high,0.25
662,-119.3988408,35.90989957,PIX,6,,,01/00/1900 00:00,Complete,,41605,Swamp Timothy,low,0.5
662,-119.3988408,35.90989957,PIX,6,,,01/00/1900 00:00,Complete,,NA,Other cover,NA,1
956,-119.6122186,35.72147476,KRN,4B,4B-3,GG,8/24/2020 16:14,Complete,,41605,Swamp Timothy,high,1
956,-119.6122186,35.72147476,KRN,4B,4B-3,GG,8/24/2020 16:14,Complete,,NA,Other cover,NA,1
957,-119.612858,35.72203345,KRN,4B,4B-3,GG,8/24/2020 16:00,Complete,,41605,Swamp Timothy,medium,0.2
957,-119.612858,35.72203345,KRN,4B,4B-3,GG,8/24/2020 16:00,Complete,,41605,Swamp Timothy,high,0.8
957,-119.612858,35.72203345,KRN,4B,4B-3,GG,8/24/2020 16:00,Complete,,NA,Other cover,NA,1
962,-119.6114419,35.72415625,KRN,4B,4B-3,GG,8/24/2020 15:41,Complete,,41605,Swamp Timothy,high,0.35
962,-119.6114419,35.72415625,KRN,4B,4B-3,GG,8/24/2020 15:41,Complete,,41605,Swamp Timothy,medium,0.6
962,-119.6114419,35.72415625,KRN,4B,4B-3,GG,8/24/2020 15:41,Complete,,NA,Other cover,NA,1
963,-119.6162831,35.72726637,KRN,4A,4A-4,GG,8/25/2020 15:34,Complete,,41605,Swamp Timothy,high,0.1
963,-119.6162831,35.72726637,KRN,4A,4A-4,GG,8/25/2020 15:34,Complete,,41605,Swamp Timothy,low,0.25
963,-119.6162831,35.72726637,KRN,4A,4A-4,GG,8/25/2020 15:34,Complete,,41605,Swamp Timothy,medium,0.4
963,-119.6162831,35.72726637,KRN,4A,4A-4,GG,8/25/2020 15:34,Complete,,NA,Other cover,NA,1
964,-119.617916,35.72785301,KRN,4A,4A-4,GG,8/25/2020 15:54,Complete,,41605,Swamp Timothy,medium,0.15
964,-119.617916,35.72785301,KRN,4A,4A-4,GG,8/25/2020 15:54,Complete,,41605,Swamp Timothy,low,0.6
969,-119.61819,35.72921242,KRN,4A,4A-4,GG,8/25/2020 16:21,Complete,,41605,Swamp Timothy,high,0.2
969,-119.61819,35.72921242,KRN,4A,4A-4,GG,8/25/2020 16:21,Complete,,41605,Swamp Timothy,medium,0.8
978,-119.6163742,35.73294607,KRN,5A,5A-6,GG,8/27/2020 15:31,Complete,,41605,Swamp Timothy,low,0.05
978,-119.6163742,35.73294607,KRN,5A,5A-6,GG,8/27/2020 15:31,Complete,,41605,Swamp Timothy,high,0.4
978,-119.6163742,35.73294607,KRN,5A,5A-6,GG,8/27/2020 15:31,Complete,,41605,Swamp Timothy,medium,0.55
978,-119.6163742,35.73294607,KRN,5A,5A-6,GG,8/27/2020 15:31,Complete,,NA,Other cover,NA,1
979,-119.6153692,35.73318811,KRN,5A,5A-6,GG,8/27/2020 16:05,Complete,,41605,Swamp Timothy,low,0.1
979,-119.6153692,35.73318811,KRN,5A,5A-6,GG,8/27/2020 16:05,Complete,,41605,Swamp Timothy,medium,0.15
979,-119.6153692,35.73318811,KRN,5A,5A-6,GG,8/27/2020 16:05,Complete,,41605,Swamp Timothy,high,0.75
981,-119.6160087,35.7337468,KRN,5A,5A-6,GG,8/27/2020 15:11,Complete,,41605,Swamp Timothy,medium,0.15
981,-119.6160087,35.7337468,KRN,5A,5A-6,GG,8/27/2020 15:11,Complete,,41605,Swamp Timothy,high,0.85
981,-119.6160087,35.7337468,KRN,5A,5A-6,GG,8/27/2020 15:11,Complete,,NA,Other cover,NA,1
992,-119.6073855,35.74161384,KRN,5B,5B-8,GG,8/31/2020 15:17,Complete,,41605,Swamp Timothy,medium,0.4
992,-119.6073855,35.74161384,KRN,5B,5B-8,GG,8/31/2020 15:17,Complete,,41605,Swamp Timothy,low,0.6
992,-119.6073855,35.74161384,KRN,5B,5B-8,GG,8/31/2020 15:17,Complete,,NA,Other cover,NA,1
996,-119.6069511,35.74403462,KRN,5B,5B-8,GG,8/31/2020 15:49,Complete,,41605,Swamp Timothy,low,0.15
996,-119.6069511,35.74403462,KRN,5B,5B-8,GG,8/31/2020 15:49,Complete,,41605,Swamp Timothy,high,0.4
996,-119.6069511,35.74403462,KRN,5B,5B-8,GG,8/31/2020 15:49,Complete,,41605,Swamp Timothy,medium,0.45
996,-119.6069511,35.74403462,KRN,5B,5B-8,GG,8/31/2020 15:49,Complete,,NA,Other cover,NA,1
998,-119.6059459,35.74427657,KRN,5B,5B-8,GG,8/31/2020 15:27,Complete,,41605,Swamp Timothy,low,0.25
998,-119.6059459,35.74427657,KRN,5B,5B-8,GG,8/31/2020 15:27,Complete,,41605,Swamp Timothy,medium,0.45
